Rinkimai,Sąrašas,Porinkiminis nr sąraše ,"Vardas, pavardė ","Vardas, Pavarde (be ""(V)"")",Priešrinkiminis nr sąraše ,Pirmumo balsai,Reitingo balai
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,61,IRENA MACIJAUSKIENĖ ,IRENA MACIJAUSKIENĖ ,35,1586,1586
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,62,JONAS AUDĖJAITIS ,JONAS AUDĖJAITIS ,48,1574,1574
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,63,TOMAS MARTINAITIS ,TOMAS MARTINAITIS ,97,1524,1524
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,64,MODESTA PETRAUSKAITĖ ,MODESTA PETRAUSKAITĖ ,45,1507,1507
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,65,EGIDIJUS GAIDAMAVIČIUS ,EGIDIJUS GAIDAMAVIČIUS ,103,1471,1471
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,66,MINDAUGAS JANULIONIS ,MINDAUGAS JANULIONIS ,140,1447,1447
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,67,VIDMANTAS NORVAIŠAS ,VIDMANTAS NORVAIŠAS ,119,1415,1415
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,68,LILIJA PETRAITIENĖ ,LILIJA PETRAITIENĖ ,36,1407,1407
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,69,LINA KUJALYTĖ ,LINA KUJALYTĖ ,58,1407,1407
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,70,GIEDRĖ PURVANECKIENĖ ,GIEDRĖ PURVANECKIENĖ ,29,1309,1309
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,71,LAIMA NAGIENĖ ,LAIMA NAGIENĖ ,44,1304,1304
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,72,JŪRATĖ JUOZAITIENĖ ,JŪRATĖ JUOZAITIENĖ ,50,1288,1288
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,73,GINTARĖ JANULAITYTĖ ,GINTARĖ JANULAITYTĖ ,121,1281,1281
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,74,ALEKSANDRAS ZELTINIS ,ALEKSANDRAS ZELTINIS ,60,1220,1220
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,75,SAULIUS MARGIS ,SAULIUS MARGIS ,111,1199,1199
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,76,JONAS BUDREVIČIUS ,JONAS BUDREVIČIUS ,88,1192,1192
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,77,EFREMA BITINIENĖ ,EFREMA BITINIENĖ ,105,1163,1163
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,78,DARIUS RAZMISLEVIČIUS ,DARIUS RAZMISLEVIČIUS ,78,1149,1149
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,79,VYTAUTAS SAULIS ,VYTAUTAS SAULIS ,65,1134,1134
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,80,DOVILĖ ADAMONYTĖ ,DOVILĖ ADAMONYTĖ ,59,1124,1124
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,81,VASILIJUS POPOVAS ,VASILIJUS POPOVAS ,93,1120,1120
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,82,VAIDA ALEKNAVIČIENĖ ,VAIDA ALEKNAVIČIENĖ ,49,1114,1114
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,83,ONA BABONIENĖ ,ONA BABONIENĖ ,55,1107,1107
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,84,MARGARITA JANKAUSKAITĖ ,MARGARITA JANKAUSKAITĖ ,90,1077,1077
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,85,RASA ŠNAPŠTIENĖ ,RASA ŠNAPŠTIENĖ ,54,1049,1049
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,86,RENATA DRULIENĖ ,RENATA DRULIENĖ ,40,1015,1015
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,87,MANTAS VARAŠKA ,MANTAS VARAŠKA ,136,1015,1015
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,88,ALGIS MIŠKINIS ,ALGIS MIŠKINIS ,114,984,984
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,89,VYTAUTAS ZALIECKAS ,VYTAUTAS ZALIECKAS ,73,956,956
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,90,GINTAUTAS SITNIKAS ,GINTAUTAS SITNIKAS ,113,947,947
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,91,MARIUS MUIŽINIKAS ,MARIUS MUIŽINIKAS ,96,910,910
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,92,BRONISLAVAS POLITA ,BRONISLAVAS POLITA ,137,906,906
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,93,BENEDIKTAS PETRAUSKAS ,BENEDIKTAS PETRAUSKAS ,98,884,884
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,94,JŪRATĖ ZAILSKIENĖ ,JŪRATĖ ZAILSKIENĖ ,100,859,859
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,95,ALGIRDAS RASLANAS ,ALGIRDAS RASLANAS ,82,855,855
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,96,JULIUS PAGOJUS ,JULIUS PAGOJUS ,68,836,836
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,97,IRENA SIRUSIENĖ ,IRENA SIRUSIENĖ ,67,817,817
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,98,VALDAS ŠEREIKA ,VALDAS ŠEREIKA ,139,792,792
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,99,KĘSTUTIS VILKAUSKAS ,KĘSTUTIS VILKAUSKAS ,130,781,781
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,100,ERNESTA APANAVIČIŪTĖ ,ERNESTA APANAVIČIŪTĖ ,69,774,774
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,101,DONATAS DEGENIS ,DONATAS DEGENIS ,107,771,771
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,102,DAINIUS BUDRYS ,DAINIUS BUDRYS ,83,761,761
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,103,ALGIRDAS MARKEVIČIUS ,ALGIRDAS MARKEVIČIUS ,138,733,733
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,104,KLAVDIJA STEPANOVA ,KLAVDIJA STEPANOVA ,63,731,731
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,105,ASTA JASIŪNIENĖ ,ASTA JASIŪNIENĖ ,95,730,730
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,106,ANTANAS VALYS ,ANTANAS VALYS ,76,721,721
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,107,DARIUS ŠINKŪNAS ,DARIUS ŠINKŪNAS ,135,719,719
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,108,ARVYDAS VAITKUS ,ARVYDAS VAITKUS ,129,703,703
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,109,SERGEJUS TICHOMIROVAS ,SERGEJUS TICHOMIROVAS ,122,648,648
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,110,ALGIS VAITKEVIČIUS ,ALGIS VAITKEVIČIUS ,118,635,635
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,111,LINA KYBARTAITĖ-JOKUBAUSKIENĖ ,LINA KYBARTAITĖ-JOKUBAUSKIENĖ ,104,623,623
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,112,SAULIUS POVILAITIS ,SAULIUS POVILAITIS ,92,598,598
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,113,LIUDAS JONAITIS ,LIUDAS JONAITIS ,127,589,589
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,114,ALGIS ČEPULIS ,ALGIS ČEPULIS ,125,585,585
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,115,KĘSTUTIS KVARACIEJUS ,KĘSTUTIS KVARACIEJUS ,133,582,582
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,116,DONATAS AUGULIS ,DONATAS AUGULIS ,123,577,577
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,117,DAIVA ČERNIUVIENĖ ,DAIVA ČERNIUVIENĖ ,120,573,573
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,118,ALGIRDAS ŠEŠELGIS ,ALGIRDAS ŠEŠELGIS ,102,564,564
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,119,IRENA KALKIENĖ ,IRENA KALKIENĖ ,80,562,562
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,120,ROLANDAS ZUOZA ,ROLANDAS ZUOZA ,128,561,561
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,121,JUSTINAS SARTAUSKAS ,JUSTINAS SARTAUSKAS ,91,554,554
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,122,DALIA SAVICKAITĖ ,DALIA SAVICKAITĖ ,124,554,554
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,123,LIGITA LIUTIKIENĖ ,LIGITA LIUTIKIENĖ ,109,539,539
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,124,ARVYDAS BALČIŪNAS ,ARVYDAS BALČIŪNAS ,126,535,535
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,125,JANINA GAIDŽIŪNAITĖ ,JANINA GAIDŽIŪNAITĖ ,108,511,511
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,126,ZDISLAVAS SKVARCIANY ,ZDISLAVAS SKVARCIANY ,110,510,510
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,127,VIDA MARTIŠIENĖ ,VIDA MARTIŠIENĖ ,84,460,460
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,128,DANAS PALUCKAS ,DANAS PALUCKAS ,106,442,442
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,129,PATRICIJA PODERYTĖ ,PATRICIJA PODERYTĖ ,116,440,440
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,130,LIJANA KAIRIENĖ ,LIJANA KAIRIENĖ ,85,437,437
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,131,ARTŪRAS RUDOMANSKIS ,ARTŪRAS RUDOMANSKIS ,115,428,428
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,132,VALENTIN GAVRILOV ,VALENTIN GAVRILOV ,117,425,425
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,133,BERNARDINAS PETRAS VAINIUS ,BERNARDINAS PETRAS VAINIUS ,131,408,408
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,134,AUGENIJUS CESEVIČIUS ,AUGENIJUS CESEVIČIUS ,134,390,390
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,135,VIDA REKEŠIENĖ ,VIDA REKEŠIENĖ ,94,383,383
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,136,ELENA ČEKIENĖ ,ELENA ČEKIENĖ ,64,374,374
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,137,ANNA KUZNECOVIENĖ ,ANNA KUZNECOVIENĖ ,89,359,359
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,138,TEREZA SOTNIK ,TEREZA SOTNIK ,74,303,303
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,139,JONAS KIRILIAUSKAS ,JONAS KIRILIAUSKAS ,112,301,301
2016 Seimo rinkimai,Lietuvos socialdemokratų partija,140,JANINA ŠOKAITIENĖ ,JANINA ŠOKAITIENĖ ,79,287,287
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,1,EUGENIJUS GENTVILAS ,EUGENIJUS GENTVILAS ,1,41408,41408
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,2,VIRGILIJUS ALEKNA ,VIRGILIJUS ALEKNA ,2,26430,26430
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,3,GINTARAS STEPONAVIČIUS ,GINTARAS STEPONAVIČIUS ,7,21722,21722
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,4,VIKTORIJA ČMILYTĖ-NIELSEN ,VIKTORIJA ČMILYTĖ-NIELSEN ,4,21472,21472
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,5,VITALIJUS GAILIUS (V) ,VITALIJUS GAILIUS ,3,17239,17239
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,6,AUŠRINĖ ARMONAITĖ ,AUŠRINĖ ARMONAITĖ ,19,16695,16695
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,7,ARŪNAS GELŪNAS ,ARŪNAS GELŪNAS ,5,15520,15520
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,8,KĘSTUTIS GLAVECKAS ,KĘSTUTIS GLAVECKAS ,9,14505,14505
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,9,SIMONAS GENTVILAS ,SIMONAS GENTVILAS ,6,13137,13137
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,10,ANDRIUS MAZURONIS ,ANDRIUS MAZURONIS ,11,11883,11883
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,11,ARMINAS LYDEKA ,ARMINAS LYDEKA ,23,11248,11248
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,12,ŽYDRŪNAS SAVICKAS ,ŽYDRŪNAS SAVICKAS ,8,10479,10479
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,13,DALIA KUODYTĖ ,DALIA KUODYTĖ ,10,9970,9970
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,14,ROMAS SADAUSKAS ,ROMAS SADAUSKAS ,20,6378,6378
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,15,ŠARŪNAS GUSTAINIS ,ŠARŪNAS GUSTAINIS ,22,4898,4898
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,16,DALIA TEIŠERSKYTĖ ,DALIA TEIŠERSKYTĖ ,28,4888,4888
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,17,LINAS KVEDARAVIČIUS ,LINAS KVEDARAVIČIUS ,21,4793,4793
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,18,SIMONAS KAIRYS ,SIMONAS KAIRYS ,12,4687,4687
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,19,VINCAS JURGUTIS ,VINCAS JURGUTIS ,39,3897,3897
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,20,ANDRIUS BAGDONAS ,ANDRIUS BAGDONAS ,14,3134,3134
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,21,JULIJA MACKEVIČ ,JULIJA MACKEVIČ ,18,3099,3099
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,22,MARIUS GOROCHOVSKIS ,MARIUS GOROCHOVSKIS ,78,2886,2886
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,23,GIEDRĖ MENDOZA HERRERA ,GIEDRĖ MENDOZA HERRERA ,35,2622,2622
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,24,JOLITA VAICKIENĖ ,JOLITA VAICKIENĖ ,25,2584,2584
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,25,RIMANTAS MIKAITIS ,RIMANTAS MIKAITIS ,32,2475,2475
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,26,MARIJUS KAUKĖNAS ,MARIJUS KAUKĖNAS ,16,2310,2310
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,27,LUKAS PAKELTIS ,LUKAS PAKELTIS ,13,2133,2133
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,28,SKIRMANTAS TUMELIS ,SKIRMANTAS TUMELIS ,98,2128,2128
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,29,ARTŪRAS ŠULCAS ,ARTŪRAS ŠULCAS ,30,1998,1998
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,30,JONAS LIESYS (V) ,JONAS LIESYS ,26,1938,1938
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,31,VIDMANTAS MARTIKONIS ,VIDMANTAS MARTIKONIS ,24,1813,1813
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,32,REMIGIJUS OSAUSKAS ,REMIGIJUS OSAUSKAS ,15,1633,1633
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,33,VYTAUTAS MITALAS ,VYTAUTAS MITALAS ,50,1608,1608
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,34,EGIDIJUS PAPEČKYS ,EGIDIJUS PAPEČKYS ,141,1514,1514
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,35,EDMUNDAS KVEDERIS ,EDMUNDAS KVEDERIS ,64,1458,1458
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,36,ASTA ULINSKAITĖ ,ASTA ULINSKAITĖ ,140,1412,1412
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,37,GINTARAS VAIČEKAUSKAS (V) ,GINTARAS VAIČEKAUSKAS ,73,1345,1345
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,38,DARIUS STANKUS ,DARIUS STANKUS ,38,1201,1201
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,39,ONA BALŽEKIENĖ ,ONA BALŽEKIENĖ ,44,1196,1196
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,40,VAIDAS BACYS ,VAIDAS BACYS ,55,1124,1124
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,41,APOLINARAS NICIUS ,APOLINARAS NICIUS ,17,1121,1121
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,42,RIMANTAS REMEIKA ,RIMANTAS REMEIKA ,48,1107,1107
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,43,SAULIUS BUCEVIČIUS ,SAULIUS BUCEVIČIUS ,27,1028,1028
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,44,SIGITAS ŠLIAŽAS ,SIGITAS ŠLIAŽAS ,52,1027,1027
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,45,RIČARDAS JUŠKA (V) ,RIČARDAS JUŠKA ,34,1022,1022
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,46,REDA ZAKARAUSKAITĖ ,REDA ZAKARAUSKAITĖ ,40,990,990
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,47,MARTYNAS NAGEVIČIUS ,MARTYNAS NAGEVIČIUS ,84,982,982
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,48,DAIVA JUODELIENĖ ,DAIVA JUODELIENĖ ,36,932,932
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,49,NIJOLĖ MAKŠTUTIENĖ ,NIJOLĖ MAKŠTUTIENĖ ,45,892,892
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,50,JUSTINA KAŠĖTAITĖ ,JUSTINA KAŠĖTAITĖ ,51,885,885
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,51,JONAS VARKALYS (V) ,JONAS VARKALYS ,59,873,873
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,52,BENJAMINAS MAŠALAITIS ,BENJAMINAS MAŠALAITIS ,54,859,859
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,53,DAINIUS ŽILIUS ,DAINIUS ŽILIUS ,70,833,833
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,54,VALDEMARAS JAKŠTAS ,VALDEMARAS JAKŠTAS ,33,784,784
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,55,ALGIRDAS GEČAS ,ALGIRDAS GEČAS ,92,773,773
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,56,AUDRONĖ BALNIONIENĖ ,AUDRONĖ BALNIONIENĖ ,37,764,764
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,57,ANGELĖ JAKAVONYTĖ ,ANGELĖ JAKAVONYTĖ ,49,747,747
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,58,JUOZAS BAUBLYS (V) ,JUOZAS BAUBLYS ,89,682,682
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,59,RITA BALČIŪNIENĖ ,RITA BALČIŪNIENĖ ,42,674,674
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,60,DANUTĖ SKRUIBIENĖ ,DANUTĖ SKRUIBIENĖ ,53,632,632
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,61,AUŠRA NORVILIENĖ ,AUŠRA NORVILIENĖ ,82,631,631
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,62,TEISUTIS MAJAUSKAS ,TEISUTIS MAJAUSKAS ,69,620,620
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,63,GINTARAS KLEIZA ,GINTARAS KLEIZA ,136,600,600
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,64,MARCIJONAS URMONAS ,MARCIJONAS URMONAS ,29,585,585
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,65,TADAS LABUTIS ,TADAS LABUTIS ,75,576,576
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,66,LEONIDAS SOLOGUBOVAS ,LEONIDAS SOLOGUBOVAS ,61,568,568
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,67,ALBERTAS LAKŠTAUSKAS ,ALBERTAS LAKŠTAUSKAS ,47,564,564
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,68,NIJOLĖ MATULIENĖ ,NIJOLĖ MATULIENĖ ,60,557,557
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,69,KAROLIS BALČIŪNAS ,KAROLIS BALČIŪNAS ,80,545,545
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,70,BRIGITA GAITANŽI ,BRIGITA GAITANŽI ,87,537,537
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,71,SAULIUS SINICKIS ,SAULIUS SINICKIS ,96,537,537
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,72,VILIJA GUCEVIČIŪTĖ ,VILIJA GUCEVIČIŪTĖ ,116,524,524
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,73,VIRGINIJUS STEPONAVIČIUS ,VIRGINIJUS STEPONAVIČIUS ,90,518,518
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,74,NARŪNAS LENDRAITIS ,NARŪNAS LENDRAITIS ,66,514,514
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,75,GINTAUTAS KRILAVIČIUS ,GINTAUTAS KRILAVIČIUS ,139,507,507
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,76,SAULIUS LIEKIS ,SAULIUS LIEKIS ,123,491,491
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,77,REDA KNEIZEVIČIENĖ ,REDA KNEIZEVIČIENĖ ,71,485,485
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,78,MINDAUGAS SABALIAUSKAS ,MINDAUGAS SABALIAUSKAS ,79,484,484
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,79,GYTIS LUKOŠEVIČIUS ,GYTIS LUKOŠEVIČIUS ,46,465,465
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,80,ROLANDAS BAGDONAS ,ROLANDAS BAGDONAS ,95,462,462
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,81,KĘSTUTIS SAVICKAS ,KĘSTUTIS SAVICKAS ,76,459,459
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,82,AIVARAS VASYLIUS ,AIVARAS VASYLIUS ,83,457,457
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,83,REGINA RUPŠIENĖ ,REGINA RUPŠIENĖ ,107,457,457
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,84,RAMŪNAS MACIUKEVIČIUS ,RAMŪNAS MACIUKEVIČIUS ,43,451,451
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,85,GINTARAS ŠURNA ,GINTARAS ŠURNA ,74,450,450
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,86,VAIDAS KUKARĖNAS ,VAIDAS KUKARĖNAS ,63,442,442
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,87,VIRGILIJUS EIDIMTAS ,VIRGILIJUS EIDIMTAS ,31,440,440
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,88,VIRGINIJA CHOMENTAUSKAITĖ ,VIRGINIJA CHOMENTAUSKAITĖ ,109,436,436
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,89,VIDMANTAS VALANTIEJUS ,VIDMANTAS VALANTIEJUS ,81,435,435
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,90,EDUARDAS PABARČIUS ,EDUARDAS PABARČIUS ,41,434,434
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,91,MINDAUGAS MAČERNIS ,MINDAUGAS MAČERNIS ,133,434,434
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,92,MARIUS GURSKAS ,MARIUS GURSKAS ,137,419,419
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,93,MODESTAS PETRAITIS ,MODESTAS PETRAITIS ,68,417,417
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,94,KASPARAS ADOMAITIS ,KASPARAS ADOMAITIS ,132,404,404
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,95,MARIJUS RIMAS ,MARIJUS RIMAS ,125,395,395
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,96,INGA ABRUTYTĖ ,INGA ABRUTYTĖ ,115,386,386
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,97,GEDIMINAS JEGELEVIČIUS ,GEDIMINAS JEGELEVIČIUS ,85,382,382
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,98,LIUDAS KAŠKONAS ,LIUDAS KAŠKONAS ,138,379,379
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,99,ARVYDAS MARTINKĖNAS ,ARVYDAS MARTINKĖNAS ,117,367,367
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,100,LINAS JUOZĖNAS ,LINAS JUOZĖNAS ,86,364,364
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,101,ŠARŪNAS SKUČAS ,ŠARŪNAS SKUČAS ,131,363,363
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,102,GEDAS KUKANAUSKAS ,GEDAS KUKANAUSKAS ,72,361,361
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,103,ROMUALDAS JABLONSKIS ,ROMUALDAS JABLONSKIS ,101,358,358
2016 Seimo rinkimai,Lietuvos Respublikos liberalų sąjūdis,104,TOMAS EITUTIS ,TOMAS EITUTIS ,93,353,353
